Global_accuracy,Global_loss,Global_precision,Global_recall,Global_f1_score,Local_accuracy,Local_loss,Local_precision,Local_recall,Local_f1_score,raspberrypi1_fit_accuracy,raspberrypi1_fit_loss,raspberrypi1_fit_precision,raspberrypi1_fit_recall,raspberrypi1_fit_f1_score,raspberrypi1_ev_accuracy,raspberrypi1_ev_loss,raspberrypi1_ev_precision,raspberrypi1_ev_recall,raspberrypi1_ev_f1_score,raspberry4_fit_accuracy,raspberry4_fit_loss,raspberry4_fit_precision,raspberry4_fit_recall,raspberry4_fit_f1_score,raspberry4_ev_accuracy,raspberry4_ev_loss,raspberry4_ev_precision,raspberry4_ev_recall,raspberry4_ev_f1_score,raspberry6_fit_accuracy,raspberry6_fit_loss,raspberry6_fit_precision,raspberry6_fit_recall,raspberry6_fit_f1_score,raspberry6_ev_accuracy,raspberry6_ev_loss,raspberry6_ev_precision,raspberry6_ev_recall,raspberry6_ev_f1_score,Ejecucion
0.0909272765393637,2.3036183992767256,0.0090927275918171,0.1000000014901161,0.0166689220615043,0.0983072916666666,2.303745110829672,0.0098307291045784,0.1000000014901161,0.0178826404735445,0.109375,2.3026161193847656,0.0109374998137354,0.1000000014901161,0.0197182931005954,0.0879087895154953,2.304094791412353,0.0087908785790205,0.1000000014901161,0.0161610431969165,0.1025390625,2.302724599838257,0.01025390625,0.1000000014901161,0.0186005160212516,0.0933373346924781,2.303941011428833,0.0093337334692478,0.1000000014901161,0.0170738250017166,0.0830078125,2.305894613265991,0.00830078125,0.1000000014901161,0.0153291122987866,0.0915366113185882,2.30281925201416,0.0091536613181233,0.1000000014901161,0.0167720504105091,1
0.0909272765393637,2.3064048385410247,0.0090927275918171,0.1000000014901161,0.0166689220615043,0.091796875,2.3063956101735434,0.0091796877483526,0.1000000014901161,0.0168032472332318,0.0791015625,2.307598114013672,0.007910156622529,0.1000000014901161,0.0146606210619211,0.0879087895154953,2.3072943687438965,0.0087908785790205,0.1000000014901161,0.0161610431969165,0.0986328125,2.306964874267578,0.009863281622529,0.1000000014901161,0.0179555416107177,0.0933373346924781,2.307214736938477,0.0093337334692478,0.1000000014901161,0.0170738250017166,0.09765625,2.30462384223938,0.009765625,0.1000000014901161,0.0177935790270566,0.0915366113185882,2.304705142974853,0.0091536613181233,0.1000000014901161,0.0167720504105091,1
0.0909272765393637,2.3112546749635854,0.0090927275918171,0.1000000014901161,0.0166689220615043,0.0895182291666666,2.310975790023804,0.0089518229166666,0.1000000014901161,0.0164186789964636,0.080078125,2.311522483825684,0.0080078123137354,0.1000000014901161,0.0148281967267394,0.0879087895154953,2.312990188598633,0.0087908785790205,0.1000000014901161,0.0161610431969165,0.0859375,2.3135828971862797,0.0085937501862645,0.1000000014901161,0.0158273242413997,0.0933373346924781,2.31282639503479,0.0093337334692478,0.1000000014901161,0.0170738250017166,0.1025390625,2.307821989059448,0.01025390625,0.1000000014901161,0.0186005160212516,0.0915366113185882,2.307946920394897,0.0091536613181233,0.1000000014901161,0.0167720504105091,1
0.1015304596184479,2.322496487687227,0.0101530457134796,0.1000000014901161,0.0184330366852969,0.099609375,2.317866007486979,0.0099609373137354,0.1000000014901161,0.0181117548296848,0.091796875,2.3207688331604004,0.0091796871274709,0.1000000014901161,0.0168157275766134,0.1038103774189949,2.324025630950928,0.0103810373693704,0.1000000014901161,0.0188094414770603,0.1005859375,2.3125040531158447,0.0100585939362645,0.1000000014901161,0.0182786006480455,0.0972388982772827,2.326441526412964,0.0097238896414637,0.1000000014901161,0.0177242737263441,0.1064453125,2.3203251361846924,0.0106445308774709,0.1000000014901161,0.0192409362643957,0.1035414189100265,2.31702184677124,0.0103541417047381,0.1000000014901161,0.0187652818858623,1
0.1015304596184479,2.340431696655298,0.0101530457134796,0.1000000014901161,0.0184330366852969,0.0992838541666666,2.335074265797933,0.0099283854166666,0.1000000014901161,0.0180624617884556,0.0966796875,2.3448853492736816,0.0096679683774709,0.1000000014901161,0.0176313277333974,0.1038103774189949,2.3420848846435547,0.0103810373693704,0.1000000014901161,0.0188094414770603,0.1025390625,2.327913999557495,0.01025390625,0.1000000014901161,0.0186005160212516,0.0972388982772827,2.346083879470825,0.0097238896414637,0.1000000014901161,0.0177242737263441,0.0986328125,2.332423448562622,0.009863281622529,0.1000000014901161,0.0179555416107177,0.1035414189100265,2.3331258296966557,0.0103541417047381,0.1000000014901161,0.0187652818858623,1
0.1015304596184479,2.356173569671724,0.0101530457134796,0.1000000014901161,0.0184330366852969,0.1067708333333333,2.354321002960205,0.0106770830849806,0.1000000014901161,0.0192713346332311,0.119140625,2.350515127182007,0.0119140623137354,0.1000000014901161,0.0212914310395717,0.1038103774189949,2.359100103378296,0.0103810373693704,0.1000000014901161,0.0188094414770603,0.111328125,2.3407700061798096,0.0111328121274709,0.1000000014901161,0.0200351309031248,0.0972388982772827,2.361682415008545,0.0097238896414637,0.1000000014901161,0.0177242737263441,0.08984375,2.371677875518799,0.0089843748137354,0.1000000014901161,0.0164874419569969,0.1035414189100265,2.3477373123168945,0.0103541417047381,0.1000000014901161,0.0187652818858623,1
0.1015304596184479,2.3657528855651093,0.0101530457134796,0.1000000014901161,0.0184330366852969,0.10546875,2.36168909072876,0.0105468748758236,0.1000000014901161,0.0190786141902208,0.109375,2.3738555908203125,0.0109374998137354,0.1000000014901161,0.0197182931005954,0.1038103774189949,2.369226694107056,0.0103810373693704,0.1000000014901161,0.0188094414770603,0.099609375,2.352203369140625,0.0099609373137354,0.1000000014901161,0.0181172136217355,0.0972388982772827,2.371854543685913,0.0097238896414637,0.1000000014901161,0.0177242737263441,0.107421875,2.359008312225342,0.0107421875,0.1000000014901161,0.0194003358483314,0.1035414189100265,2.356176376342773,0.0103541417047381,0.1000000014901161,0.0187652818858623,1
0.1015304596184479,2.4089472984759657,0.0101530457134796,0.1000000014901161,0.0184330366852969,0.0914713541666666,2.4029322465260825,0.009147135540843,0.1000000014901161,0.0167555840065081,0.083984375,2.3957455158233643,0.008398437872529,0.1000000014901161,0.0154954828321933,0.1038103774189949,2.413609981536865,0.0103810373693704,0.1000000014901161,0.0188094414770603,0.0986328125,2.4132275581359863,0.009863281622529,0.1000000014901161,0.0179555416107177,0.0972388982772827,2.415976285934448,0.0097238896414637,0.1000000014901161,0.0177242737263441,0.091796875,2.3998236656188965,0.0091796871274709,0.1000000014901161,0.0168157275766134,0.1035414189100265,2.397254228591919,0.0103541417047381,0.1000000014901161,0.0187652818858623,1
0.1015304596184479,2.4229934992546487,0.0101530457134796,0.1000000014901161,0.0184330366852969,0.0989583333333333,2.431382338205973,0.0098958335195978,0.1000000014901161,0.0180086636294921,0.1005859375,2.4217374324798584,0.0100585939362645,0.1000000014901161,0.0182786006480455,0.1038103774189949,2.4277422428131104,0.0103810373693704,0.1000000014901161,0.0188094414770603,0.1005859375,2.469886541366577,0.0100585939362645,0.1000000014901161,0.0182786006480455,0.0972388982772827,2.431121349334717,0.0097238896414637,0.1000000014901161,0.0177242737263441,0.095703125,2.4025230407714844,0.0095703126862645,0.1000000014901161,0.0174687895923852,0.1035414189100265,2.4101154804229736,0.0103541417047381,0.1000000014901161,0.0187652818858623,1
0.1015304596184479,2.473842352882104,0.0101530457134796,0.1000000014901161,0.0184330366852969,0.1103515625,2.439331610997518,0.0110351561258236,0.1000000014901161,0.0198753649989763,0.1103515625,2.432408571243286,0.0110351564362645,0.1000000014901161,0.0198768507689237,0.1038103774189949,2.4791078567504883,0.0103810373693704,0.1000000014901161,0.0188094414770603,0.1064453125,2.4433388710021973,0.0106445308774709,0.1000000014901161,0.0192409362643957,0.0972388982772827,2.484815120697021,0.0097238896414637,0.1000000014901161,0.0177242737263441,0.1142578125,2.4422473907470703,0.0114257810637354,0.1000000014901161,0.0205083079636096,0.1035414189100265,2.457602500915528,0.0103541417047381,0.1000000014901161,0.0187652818858623,1
