Global_accuracy,Global_loss,Global_precision,Global_recall,Global_f1_score,Local_accuracy,Local_loss,Local_precision,Local_recall,Local_f1_score,raspberrypi1_fit_accuracy,raspberrypi1_fit_loss,raspberrypi1_fit_precision,raspberrypi1_fit_recall,raspberrypi1_fit_f1_score,raspberrypi1_ev_accuracy,raspberrypi1_ev_loss,raspberrypi1_ev_precision,raspberrypi1_ev_recall,raspberrypi1_ev_f1_score,raspberry4_fit_accuracy,raspberry4_fit_loss,raspberry4_fit_precision,raspberry4_fit_recall,raspberry4_fit_f1_score,raspberry4_ev_accuracy,raspberry4_ev_loss,raspberry4_ev_precision,raspberry4_ev_recall,raspberry4_ev_f1_score,raspberry6_fit_accuracy,raspberry6_fit_loss,raspberry6_fit_precision,raspberry6_fit_recall,raspberry6_fit_f1_score,raspberry6_ev_accuracy,raspberry6_ev_loss,raspberry6_ev_precision,raspberry6_ev_recall,raspberry6_ev_f1_score
0.09722916963303865,2.3037066707208513,0.009722916839121312,0.10000000149011612,0.01772036711181642,0.11197916666666667,2.3029967149098716,0.011197916852931181,0.10000000149011612,0.02010881652434667,0.09375,2.3028929233551025,0.00937500037252903,0.10000000149011612,0.017142843455076218,0.09900990128517151,2.303159713745117,0.009900989942252636,0.10000000149011612,0.018018003553152084,0.1298828125,2.3030571937561035,0.012988281436264515,0.10000000149011612,0.022990472614765167,0.10084033757448196,2.3041393756866455,0.010084033943712711,0.10000000149011612,0.018320593982934952,0.1123046875,2.303040027618408,0.01123046875,0.10000000149011612,0.020193133503198624,0.09183673560619354,2.303821086883545,0.009183673188090324,0.10000000149011612,0.016822414472699165
0.09722916963303865,2.306115390802009,0.009722916839121312,0.10000000149011612,0.01772036711181642,0.103515625,2.3048959573109946,0.010351562562088171,0.10000000149011612,0.01875905692577362,0.1044921875,2.306541681289673,0.010449218563735485,0.10000000149011612,0.018921293318271637,0.09900990128517151,2.30534029006958,0.009900989942252636,0.10000000149011612,0.018018003553152084,0.0986328125,2.30591082572937,0.00986328162252903,0.10000000149011612,0.017955541610717773,0.10084033757448196,2.3068506717681885,0.010084033943712711,0.10000000149011612,0.018320593982934952,0.107421875,2.3022353649139404,0.0107421875,0.10000000149011612,0.01940033584833145,0.09183673560619354,2.3061554431915283,0.009183673188090324,0.10000000149011612,0.016822414472699165
0.10013004021458809,2.3117803432851525,0.010013004331905877,0.10000000149011612,0.018201640943571892,0.0986328125,2.3114915688832602,0.009863281312088171,0.10000000149011612,0.0179490993420283,0.1005859375,2.3090643882751465,0.010058593936264515,0.10000000149011612,0.01827860064804554,0.10471047461032867,2.311480760574341,0.010471047833561897,0.10000000149011612,0.018957074731588364,0.10546875,2.314486265182495,0.010546875186264515,0.10000000149011612,0.019081255421042442,0.09873949736356735,2.3124935626983643,0.00987394992262125,0.10000000149011612,0.017973218113183975,0.08984375,2.3109240531921387,0.008984374813735485,0.10000000149011612,0.016487441956996918,0.09693877398967743,2.3113667964935303,0.009693877771496773,0.10000000149011612,0.0176744032651186
0.10013004021458809,2.3252566171500924,0.010013004331905877,0.10000000149011612,0.018201640943571892,0.10091145833333333,2.3201842308044434,0.010091145522892475,0.10000000149011612,0.018312539905309677,0.111328125,2.3206331729888916,0.01113281212747097,0.10000000149011612,0.02003513090312481,0.10471047461032867,2.3255672454833984,0.010471047833561897,0.10000000149011612,0.018957074731588364,0.0849609375,2.318497896194458,0.008496093563735485,0.10000000149011612,0.01566155254840851,0.09873949736356735,2.3266494274139404,0.00987394992262125,0.10000000149011612,0.017973218113183975,0.1064453125,2.3214216232299805,0.01064453087747097,0.10000000149011612,0.019240936264395714,0.09693877398967743,2.3235530853271484,0.009693877771496773,0.10000000149011612,0.0176744032651186
0.10013004021458809,2.3342813819459023,0.010013004331905877,0.10000000149011612,0.018201640943571892,0.1103515625,2.3247437477111816,0.011035156436264515,0.10000000149011612,0.019867561757564545,0.1201171875,2.3236825466156006,0.012011718936264515,0.10000000149011612,0.021447233855724335,0.10471047461032867,2.3344500064849854,0.010471047833561897,0.10000000149011612,0.018957074731588364,0.1005859375,2.3253650665283203,0.010058593936264515,0.10000000149011612,0.01827860064804554,0.09873949736356735,2.336992025375366,0.00987394992262125,0.10000000149011612,0.017973218113183975,0.1103515625,2.325183629989624,0.011035156436264515,0.10000000149011612,0.01987685076892376,0.09693877398967743,2.331402063369751,0.009693877771496773,0.10000000149011612,0.0176744032651186
0.09632889861295947,2.3468883389817057,0.00963288992339654,0.10000000149011612,0.01757094698511023,0.09602864583333333,2.345971663792928,0.009602864583333334,0.10000000149011612,0.017522776499390602,0.0947265625,2.345828056335449,0.009472656063735485,0.10000000149011612,0.01730596087872982,0.09810981154441833,2.3480348587036133,0.009810981340706348,0.10000000149011612,0.01786883734166622,0.095703125,2.347219228744507,0.009570312686264515,0.10000000149011612,0.017468789592385292,0.09123649448156357,2.3499526977539062,0.009123649448156357,0.10000000149011612,0.016721658408641815,0.09765625,2.344867706298828,0.009765625,0.10000000149011612,0.017793579027056694,0.09963985532522202,2.342677116394043,0.009963985532522202,0.10000000149011612,0.01812225580215454
0.09632889861295947,2.3748242081887034,0.00963288992339654,0.10000000149011612,0.01757094698511023,0.095703125,2.376595656077067,0.009570312686264515,0.10000000149011612,0.01745638685921828,0.0908203125,2.3815155029296875,0.009082031436264515,0.10000000149011612,0.016651730984449387,0.09810981154441833,2.376434564590454,0.009810981340706348,0.10000000149011612,0.01786883734166622,0.087890625,2.364326000213623,0.0087890625,0.10000000149011612,0.016157975420355797,0.09123649448156357,2.379869222640991,0.009123649448156357,0.10000000149011612,0.016721658408641815,0.1083984375,2.3839454650878906,0.01083984412252903,0.10000000149011612,0.019559454172849655,0.09963985532522202,2.368168354034424,0.009963985532522202,0.10000000149011612,0.01812225580215454
0.09632889861295947,2.393821690289321,0.00963288992339654,0.10000000149011612,0.01757094698511023,0.09505208333333333,2.390919287999471,0.009505208271245161,0.10000000149011612,0.01735984906554222,0.0966796875,2.3779921531677246,0.00966796837747097,0.10000000149011612,0.017631327733397484,0.09810981154441833,2.395944833755493,0.009810981340706348,0.10000000149011612,0.01786883734166622,0.095703125,2.395570993423462,0.009570312686264515,0.10000000149011612,0.017468789592385292,0.09123649448156357,2.400186538696289,0.009123649448156357,0.10000000149011612,0.016721658408641815,0.0927734375,2.3991947174072266,0.00927734375,0.10000000149011612,0.016979429870843887,0.09963985532522202,2.3853330612182617,0.009963985532522202,0.10000000149011612,0.01812225580215454
0.09632889861295947,2.404527923781073,0.00963288992339654,0.10000000149011612,0.01757094698511023,0.09342447916666667,2.40938393274943,0.009342447854578495,0.10000000149011612,0.017082807297507923,0.0849609375,2.4174013137817383,0.008496093563735485,0.10000000149011612,0.01566155254840851,0.09810981154441833,2.4063284397125244,0.009810981340706348,0.10000000149011612,0.01786883734166622,0.0966796875,2.4243452548980713,0.00966796837747097,0.10000000149011612,0.017631327733397484,0.09123649448156357,2.4113972187042236,0.009123649448156357,0.10000000149011612,0.016721658408641815,0.0986328125,2.3864052295684814,0.00986328162252903,0.10000000149011612,0.017955541610717773,0.09963985532522202,2.395857572555542,0.009963985532522202,0.10000000149011612,0.01812225580215454
0.09632889861295947,2.4314148076667874,0.00963288992339654,0.10000000149011612,0.01757094698511023,0.10611979166666667,2.411954085032145,0.010611978980402151,0.10000000149011612,0.019185828665892284,0.1103515625,2.407430648803711,0.011035156436264515,0.10000000149011612,0.01987685076892376,0.09810981154441833,2.4334487915039062,0.009810981340706348,0.10000000149011612,0.01786883734166622,0.1064453125,2.425633192062378,0.01064453087747097,0.10000000149011612,0.019240936264395714,0.09123649448156357,2.4378466606140137,0.009123649448156357,0.10000000149011612,0.016721658408641815,0.1015625,2.4027984142303467,0.01015624962747097,0.10000000149011612,0.018439698964357376,0.09963985532522202,2.4229483604431152,0.009963985532522202,0.10000000149011612,0.01812225580215454
