Global_accuracy,Global_loss,Local_accuracy,Local_loss,raspberrypi1_fit_accuracy,raspberrypi1_fit_loss,raspberrypi1_ev_accuracy,raspberrypi1_ev_loss,raspberry4_fit_accuracy,raspberry4_fit_loss,raspberry4_ev_accuracy,raspberry4_ev_loss,raspberry6_fit_accuracy,raspberry6_fit_loss,raspberry6_ev_accuracy,raspberry6_ev_loss
0.09082724944590283,2.3025827407836914,0.5708333253860474,1.3007144530614216,0.5879999995231628,1.2701003551483154,0.08700869977474213,2.3025827407836914,0.5600000023841858,1.293298363685608,0.09093637764453888,2.3025827407836914,0.5644999742507935,1.3387446403503418,0.09453781694173813,2.3025827407836914
0.10033009745343824,2.3025827407836914,0.565833330154419,1.3199674685796101,0.5720000267028809,1.2680035829544067,0.1038103774189949,2.3025827407836914,0.5709999799728394,1.30538809299469,0.10294117778539658,2.3025827407836914,0.5544999837875366,1.3865107297897339,0.09423769265413284,2.3025827407836914
0.10033009745343824,2.3025827407836914,0.5636666615804037,1.3420098225275676,0.5550000071525574,1.3779206275939941,0.1038103774189949,2.3025827407836914,0.5740000009536743,1.3362921476364136,0.10294117778539658,2.3025827407836914,0.5619999766349792,1.311816692352295,0.09423769265413284,2.3025827407836914
0.10033009745343824,2.3025827407836914,0.574833333492279,1.2896362940470378,0.593500018119812,1.263059139251709,0.1038103774189949,2.3025827407836914,0.5550000071525574,1.3395580053329468,0.10294117778539658,2.3025827407836914,0.5759999752044678,1.2662917375564575,0.09423769265413284,2.3025827407836914
0.10033009745343824,2.3025827407836914,0.5621666510899862,1.3396685123443604,0.5855000019073486,1.2552207708358765,0.1038103774189949,2.3025827407836914,0.5389999747276306,1.3825559616088867,0.10294117778539658,2.3025827407836914,0.5619999766349792,1.3812288045883179,0.09423769265413284,2.3025827407836914
0.10033009745343824,2.3025827407836914,0.5898333390553793,1.2634531656901042,0.6044999957084656,1.21444571018219,0.1038103774189949,2.3025827407836914,0.5820000171661377,1.2557568550109863,0.10294117778539658,2.3025827407836914,0.5830000042915344,1.3201569318771362,0.09423769265413284,2.3025827407836914
0.10033009745343824,2.3025827407836914,0.562166670958201,1.3343486388524373,0.5525000095367432,1.3485512733459473,0.1038103774189949,2.3025827407836914,0.5454999804496765,1.3804163932800293,0.10294117778539658,2.3025827407836914,0.5885000228881836,1.2740782499313354,0.09423769265413284,2.3025827407836914
0.10033009745343824,2.3025827407836914,0.5755000114440918,1.2828588485717773,0.5440000295639038,1.4021860361099243,0.1038103774189949,2.3025827407836914,0.5709999799728394,1.2840605974197388,0.10294117778539658,2.3025827407836914,0.6115000247955322,1.162329912185669,0.09423769265413284,2.3025827407836914
0.10033009745343824,2.3025827407836914,0.5701666673024496,1.3112541834513347,0.5674999952316284,1.3213180303573608,0.1038103774189949,2.3025827407836914,0.5590000152587891,1.3297715187072754,0.10294117778539658,2.3025827407836914,0.5839999914169312,1.2826730012893677,0.09423769265413284,2.3025827407836914
0.10033009745343824,2.3025827407836914,0.5684999823570251,1.3323028882344563,0.5519999861717224,1.371397614479065,0.1038103774189949,2.3025827407836914,0.5554999709129333,1.3570606708526611,0.10294117778539658,2.3025827407836914,0.5979999899864197,1.268450379371643,0.09423769265413284,2.3025827407836914
