Time_stamp(s),Net_transmit(B/s),Net_receive(B/s),CPU_usage(%),RAM_usage(MB),RAM_usage(%),Swap_usage(MB),Swap_usage(%),Ejecucion
5,12417.2,2618008.8,7.635310000000003,281.25390625,7.414688499874879,0.0,0.0,1
5,0.0,0.0,24.69912,308.89453125,8.143377487876638,0.0,0.0,1
5,0.0,0.0,24.191585,327.64453125,8.637683189178,0.0,0.0,1
5,0.0,14.0,24.535110000000007,338.8203125,8.9323099832245,0.0,0.0,1
5,0.0,0.0,25.99633499999999,390.890625,10.30503810788016,0.0,0.0,1
5,0.0,0.0,49.281514999999985,513.14453125,13.528014260719482,0.0,0.0,1
5,0.0,0.0,61.20216500000002,535.01953125,14.104704245571073,0.0,0.0,1
5,0.0,0.0,59.97831999999998,553.73046875,14.597980143328057,0.0,0.0,1
5,0.0,14.0,63.14190500000002,542.82421875,14.310458993737765,0.0,0.0,1
5,0.0,0.0,50.253820000000005,545.51953125,14.381515438299836,0.0,0.0,1
5,0.0,0.0,62.43057999999998,511.15234375,13.475494279956212,0.0,0.0,1
5,0.0,0.0,53.630025,533.05859375,14.053008107643306,0.0,0.0,1
5,0.0,0.0,57.31202500000002,543.92578125,14.33949945368922,0.0,0.0,1
5,0.0,0.0,69.53277999999997,537.234375,14.163094106537297,0.0,0.0,1
6,0.0,0.0,52.788983333333306,545.0390625,14.36884885470399,0.0,0.0,1
5,0.0,0.0,51.235599999999984,555.65625,14.648749458065884,0.0,0.0,1
5,0.0,0.0,65.83409000000003,567.76171875,14.967885576468575,0.0,0.0,1
5,0.0,0.0,63.26060499999997,543.6015625,14.330952084270884,0.0,0.0,1
5,0.0,0.0,63.01585000000003,543.8515625,14.337542826954902,0.0,0.0,1
5,0.0,0.0,55.29690500000001,537.5078125,14.170302731347942,0.0,0.0,1
5,0.0,14.0,63.941269999999975,546.78125,14.414778092783239,0.0,0.0,1
5,0.0,0.0,55.169245000000025,548.421875,14.458029841647111,0.0,0.0,1
5,0.0,0.0,53.123105000000095,532.16015625,14.029322626122614,0.0,0.0,1
5,0.0,0.0,60.180000000000014,543.36328125,14.324670282650178,0.0,0.0,1
5,0.0,0.0,77.63710499999988,537.25390625,14.163609008309486,0.0,0.0,1
5,0.0,0.0,52.12646500000005,530.484375,13.985144054068805,0.0,0.0,1
5,0.0,0.0,66.4143150000001,558.26953125,14.71764331518476,0.0,0.0,1
5,0.0,0.0,48.097919999999874,561.328125,14.798276932709548,0.0,0.0,1
5,0.0,0.0,72.85754499999996,539.390625,14.219939262186953,0.0,0.0,1
6,0.0,0.0,42.48548750000012,561.98046875,14.815474651900656,0.0,0.0,1
5,0.0,0.0,67.72030000000001,566.1015625,14.92411892583252,0.0,0.0,1
5,0.0,0.0,53.81172499999991,550.0703125,14.501487551219855,0.0,0.0,1
5,0.0,0.0,67.46238500000004,559.2734375,14.744109266275274,0.0,0.0,1
5,0.0,0.0,55.53097000000008,553.9453125,14.603644062822136,0.0,0.0,1
5,0.0,0.0,43.74815499999983,560.640625,14.780152390328496,0.0,0.0,1
5,0.0,0.0,63.31315000000017,559.7265625,14.756054987390055,0.0,0.0,1
5,0.0,0.0,64.74556999999976,541.1640625,14.266692343101706,0.0,0.0,1
5,0.0,0.0,55.37631000000005,547.2734375,14.427753617442402,0.0,0.0,1
5,0.0,0.0,72.45041000000015,527.8828125,13.916559138013241,0.0,0.0,1
5,0.0,0.0,51.27024000000006,551.9375,14.550712160641114,0.0,0.0,1
5,0.0,0.0,63.727064999999925,560.4375,14.774797411897733,0.0,0.0,1
5,0.0,0.0,66.95944499999996,560.2265625,14.769236472758093,0.0,0.0,1
6,31.333333333333332,24.833333333333332,41.595425000000105,530.0703125,13.9742281364984,0.0,0.0,1
5,16.8,30.8,59.36140999999993,554.90625,14.628977230013831,0.0,0.0,1
5,0.0,0.0,68.3796799999999,540.15234375,14.24002043130232,0.0,0.0,1
5,2597659.0,3680.2,6.311745000000143,546.76171875,14.41426319101105,0.0,0.0,1
5,0.0,0.0,0.10381499999994048,546.76171875,14.41426319101105,0.0,0.0,1
5,0.0,0.0,0.10349499999989577,546.76171875,14.41426319101105,0.0,0.0,1
5,0.0,0.0,0.14156000000014046,546.76171875,14.41426319101105,0.0,0.0,1
5,0.0,0.0,0.21185000000002674,546.76171875,14.41426319101105,0.0,0.0,1
5,0.0,0.0,0.08707999999984395,546.76171875,14.41426319101105,0.0,0.0,1
5,0.0,0.0,0.13372500000002674,546.76171875,14.41426319101105,0.0,0.0,1
5,0.0,0.0,0.13946000000004233,546.76171875,14.41426319101105,0.0,0.0,1
5,0.0,0.0,0.16814000000010765,546.76171875,14.41426319101105,0.0,0.0,1
6,0.0,0.0,0.07121666666662918,546.76171875,14.41426319101105,0.0,0.0,1
5,0.0,0.0,0.25322999999985996,546.76171875,14.41426319101105,0.0,0.0,1
5,0.0,0.0,0.14497500000004493,546.76171875,14.41426319101105,0.0,0.0,1
5,19884.6,2631795.2,19.6343600000003,615.17578125,16.217861118634396,0.0,0.0,1
5,8.4,8.4,55.60652999999945,616.17578125,16.24422408937047,0.0,0.0,1
5,0.0,0.0,71.93380500000046,616.4296875,16.25091781240893,0.0,0.0,1
5,0.0,0.0,1.5095549999995228,618.19140625,16.297361952260367,0.0,0.0,1
5,7632.4,1383525.2,0.6119550000005347,618.38671875,16.302510969982258,0.0,0.0,1
5,8580.0,1233957.2,51.70774999999992,653.453125,17.226965611770243,0.0,0.0,1
5,0.0,0.0,47.4647699999997,651.1015625,17.164971438398695,0.0,0.0,1
5,0.0,0.0,68.55823499999985,626.77734375,16.523712771314617,0.0,0.0,1
5,0.0,0.0,73.94713000000024,619.51953125,16.332375272769216,0.0,0.0,1
5,0.0,0.0,58.56210499999974,600.14453125,15.821592714757807,0.0,0.0,1
5,0.0,0.0,60.229625000000055,637.42578125,16.804437217512017,0.0,0.0,1
5,0.0,0.0,57.74946499999999,654.75390625,17.261258069798025,0.0,0.0,1
5,0.0,0.0,45.05224999999996,657.65234375,17.337669492790862,0.0,0.0,1
5,0.0,0.0,75.1575600000001,664.1796875,17.509749665056397,0.0,0.0,1
6,0.0,0.0,48.555858333333404,644.87109375,17.00071777307043,0.0,0.0,1
5,0.0,0.0,63.56025999999986,632.0,16.661397505197932,0.0,0.0,1
5,0.0,0.0,57.58368000000018,611.65625,16.125075819285957,0.0,0.0,1
5,0.0,0.0,60.76696500000025,652.3359375,17.197513230401036,0.0,0.0,1
5,0.0,0.0,60.13790999999969,667.671875,17.601814101923775,0.0,0.0,1
5,0.0,0.0,40.70713500000011,635.93359375,16.765098722116782,0.0,0.0,1
5,0.0,0.0,74.33749999999975,654.3515625,17.250651093290934,0.0,0.0,1
5,0.0,0.0,66.18305000000021,654.37109375,17.251165995063122,0.0,0.0,1
5,0.0,0.0,57.349305000000186,654.41015625,17.2521957986075,0.0,0.0,1
5,0.0,0.0,51.89354499999978,664.71484375,17.523857973614373,0.0,0.0,1
5,0.0,0.0,61.10394999999983,650.26171875,17.142830662194573,0.0,0.0,1
5,0.0,0.0,59.00134500000036,652.95703125,17.213887106756644,0.0,0.0,1
5,0.0,0.0,55.02820499999984,661.52734375,17.43982600439314,0.0,0.0,1
5,0.0,0.0,63.629530000000045,658.28515625,17.35435231020978,0.0,0.0,1
5,0.0,0.0,55.99327000000016,664.10546875,17.507793038322077,0.0,0.0,1
5,0.0,0.0,62.00767499999984,662.0,17.452286627280113,0.0,0.0,1
6,0.0,0.0,48.65974166666689,641.859375,16.9213199197989,0.0,0.0,1
5,0.0,0.0,58.23203499999977,623.15625,16.42824998275079,0.0,0.0,1
5,0.0,0.0,63.664585000000216,652.65625,17.205957619464936,0.0,0.0,1
5,0.0,14.0,60.19280999999979,631.6796875,16.652953116134032,0.0,0.0,1
5,0.0,0.0,61.06552500000021,645.87109375,17.027080743806504,0.0,0.0,1
5,0.0,0.0,57.79312499999947,638.234375,16.825754150880638,0.0,0.0,1
5,0.0,0.0,60.758745000000545,653.73046875,17.234277216935325,0.0,0.0,1
5,0.0,0.0,70.9903049999997,648.90625,17.10709647920466,0.0,0.0,1
5,0.0,0.0,54.05396499999995,648.9375,17.107920322040165,0.0,0.0,1
5,0.0,0.0,44.71180500000003,653.4921875,17.22799541531462,0.0,0.0,1
5,0.0,0.0,74.06143999999983,639.3125,16.854176728705465,0.0,0.0,1
5,0.0,0.0,61.20794000000046,641.03125,16.899488084658092,0.0,0.0,1
6,0.0,0.0,51.817195833333095,638.8515625,16.842025046881805,0.0,0.0,1
5,0.0,0.0,51.81631999999979,646.90625,17.054370537732517,0.0,0.0,1
5,0.0,0.0,50.91901500000006,635.13671875,16.74409072981147,0.0,0.0,1
5,2597428.4,3340.2,0.7436350000000402,647.21875,17.062608966087538,0.0,0.0,1
5,0.0,0.0,0.10963000000003831,647.21875,17.062608966087538,0.0,0.0,1
5,0.0,0.0,0.1443800000004103,647.21875,17.062608966087538,0.0,0.0,1
5,0.0,0.0,0.14404499999955078,647.21875,17.062608966087538,0.0,0.0,1
5,0.0,0.0,0.19131000000015774,647.21875,17.062608966087538,0.0,0.0,1
5,0.0,0.0,0.10066499999993538,647.21875,17.062608966087538,0.0,0.0,1
5,0.0,0.0,0.10700499999984459,647.21875,17.062608966087538,0.0,0.0,1
5,0.0,0.0,0.1412300000004052,647.21875,17.062608966087538,0.0,0.0,1
5,0.0,0.0,0.1428699999996752,647.21875,17.062608966087538,0.0,0.0,1
6,0.0,0.0,0.0986458333334402,647.21875,17.062608966087538,0.0,0.0,1
5,0.0,0.0,0.1339699999999766,647.21875,17.062608966087538,0.0,0.0,1
5,0.0,0.0,0.10314499999992677,647.21875,17.062608966087538,0.0,0.0,1
5,26804.6,2634713.4,16.47644000000014,646.828125,17.05231093064376,0.0,0.0,1
5,16.8,16.8,64.45971000000043,651.703125,17.180830412982115,0.0,0.0,1
5,18944.4,2245996.6,59.04378999999948,624.07421875,16.45245036604367,0.0,0.0,1
5,3616.8,386954.4,42.70035000000007,668.4296875,17.621792290684706,0.0,0.0,1
5,0.0,0.0,75.22433500000034,657.01953125,17.320986675371937,0.0,0.0,1
5,0.0,0.0,53.99411499999929,693.171875,18.27406985569363,0.0,0.0,1
5,0.0,0.0,53.88085000000047,705.03515625,18.586821192121178,0.0,0.0,1
5,0.0,0.0,61.66048000000046,690.43359375,18.201880627232743,0.0,0.0,1
5,0.0,0.0,65.3511949999995,704.6171875,18.575802294196336,0.0,0.0,1
5,0.0,0.0,53.08801000000016,702.4609375,18.51895713854668,0.0,0.0,1
6,0.0,0.0,57.89087916666631,699.49609375,18.440795049528404,0.0,0.0,1
5,0.0,0.0,100.0,693.8984375,18.293224201619058,0.0,0.0,1
5,0.0,0.0,54.837969999999814,703.3046875,18.54120089510524,0.0,0.0,1
5,0.0,0.0,70.2996250000001,705.01953125,18.586409270703427,0.0,0.0,1
5,0.0,0.0,48.40632000000028,645.125,17.007411496108887,0.0,0.0,1
5,0.0,0.0,61.50021999999922,691.66796875,18.234422419235084,0.0,0.0,1
5,0.0,0.0,54.48233000000074,691.9375,18.24152806369129,0.0,0.0,1
5,0.0,0.0,56.64707999999905,686.4921875,18.097973449605018,0.0,0.0,1
5,0.0,0.0,58.37269000000106,686.05078125,18.08633666955355,0.0,0.0,1
5,0.0,0.0,56.434199999999926,648.21484375,17.088868956469174,0.0,0.0,1
5,0.0,0.0,68.83071499999915,671.65234375,17.706751083095877,0.0,0.0,1
5,0.0,0.0,67.15767000000028,676.2890625,17.828988763813527,0.0,0.0,1
5,0.0,0.0,43.22707000000037,684.24609375,18.038759745803294,0.0,0.0,1
5,0.0,0.0,65.24393499999974,704.15234375,18.563547632018242,0.0,0.0,1
5,0.0,0.0,68.26036000000045,654.7265625,17.260537207316958,0.0,0.0,1
6,0.0,0.0,54.6843999999993,674.94921875,17.79366650224137,0.0,0.0,1
5,0.0,0.0,39.64317000000051,686.8671875,18.107859563631045,0.0,0.0,1
5,0.0,0.0,71.5444100000002,693.95703125,18.294768906935623,0.0,0.0,1
5,0.0,0.0,50.579639999999706,684.40234375,18.042878959980804,0.0,0.0,1
5,0.0,0.0,63.61895499999945,686.39453125,18.095398940744072,0.0,0.0,1
5,0.0,0.0,66.33500000000026,690.55859375,18.205175998574752,0.0,0.0,1
5,0.0,0.0,56.199205000000354,679.03515625,17.901383952983288,0.0,0.0,1
5,0.0,0.0,59.230195000000094,673.48046875,17.754945888972763,0.0,0.0,1
5,0.0,0.0,57.64353000000029,668.296875,17.61829095863382,0.0,0.0,1
5,0.0,0.0,68.66714000000002,664.6640625,17.522519229006683,0.0,0.0,1
5,0.0,0.0,66.84219499999926,671.97265625,17.715195472159774,0.0,0.0,1
5,0.0,0.0,54.085870000000114,681.796875,17.974191063570803,0.0,0.0,1
6,0.0,0.0,44.032095833333074,686.38671875,18.0951929800352,0.0,0.0,1
5,0.0,0.0,60.89745500000049,685.828125,18.080466789350595,0.0,0.0,1
5,0.0,0.0,52.11408499999948,688.5703125,18.15275899816592,0.0,0.0,1
5,0.0,0.0,63.417945000001055,681.95703125,17.97841325810275,0.0,0.0,1
