Time_stamp(s),Net_transmit(B/s),Net_receive(B/s),CPU_usage(%),RAM_usage(MB),RAM_usage(%),Swap_usage(MB),Swap_usage(%),Ejecucion
5,8.4,22.4,0.17817999999999223,186.1484375,4.907339899245785,0.0,0.0,1
5,12910.4,2623179.2,21.247160000000004,374.2578125,9.86637503140846,0.0,0.0,1
5,0.0,0.0,21.510370000000005,360.296875,9.498329687892605,0.0,0.0,1
5,0.0,14.0,26.313874999999985,385.828125,10.171397501328423,0.0,0.0,1
5,0.0,0.0,28.701310000000007,404.8203125,10.672079219340196,0.0,0.0,1
5,0.0,0.0,26.728474999999996,435.60546875,11.483653184714687,0.0,0.0,1
5,0.0,0.0,22.81224999999999,452.7265625,11.935008176496998,0.0,0.0,1
5,0.0,0.0,22.80903000000002,463.3984375,12.216345579542692,0.0,0.0,1
5,0.0,0.0,25.39898000000001,472.609375,12.459169004279788,0.0,0.0,1
5,0.0,14.0,28.838259999999995,573.69140625,15.12394498473858,0.0,0.0,1
5,0.0,0.0,37.58377499999998,695.6640625,18.339450259299994,0.0,0.0,1
5,0.0,0.0,59.45712500000002,732.91015625,19.321350749065985,0.0,0.0,1
5,0.0,0.0,60.10033,745.89453125,19.663651454675023,0.0,0.0,1
5,0.0,0.0,47.43954500000001,732.1953125,19.302505674118194,0.0,0.0,1
5,0.0,0.0,63.87703500000001,712.58203125,18.785450366397686,0.0,0.0,1
5,0.0,0.0,66.89252999999994,730.54296875,19.258945746779858,0.0,0.0,1
6,0.0,0.0,43.55007916666669,735.05859375,19.37798895246098,0.0,0.0,1
5,0.0,0.0,63.26453999999998,738.4296875,19.466859442515315,0.0,0.0,1
5,0.0,0.0,64.21658500000007,739.40234375,19.492501101870502,0.0,0.0,1
5,0.0,0.0,59.593785,743.78125,19.60794005824467,0.0,0.0,1
5,0.0,0.0,38.33951499999998,747.625,19.7092709530459,0.0,0.0,1
5,0.0,0.0,64.71598999999998,747.640625,19.70968286725241,0.0,0.0,1
5,0.0,14.0,66.19557499999999,737.203125,19.43452417730435,0.0,0.0,1
5,0.0,0.0,63.42203999999996,740.953125,19.533383586866528,0.0,0.0,1
5,0.0,0.0,54.58099500000003,750.21484375,19.77754573277478,0.0,0.0,1
5,0.0,0.0,50.938045000000045,750.22265625,19.77775168987803,0.0,0.0,1
5,0.0,0.0,75.90631000000002,753.62890625,19.86754898689701,0.0,0.0,1
5,0.0,0.0,54.527519999999896,741.37109375,19.544402291890645,0.0,0.0,1
5,0.0,0.0,68.01847500000008,754.24609375,19.883819598054117,0.0,0.0,1
5,0.0,0.0,54.93952000000007,758.5234375,19.996581112085977,0.0,0.0,1
5,0.0,0.0,60.18539500000003,745.2265625,19.646042122346756,0.0,0.0,1
5,0.0,0.0,54.13297,757.73046875,19.97567646610564,0.0,0.0,1
5,0.0,0.0,66.29298999999975,746.515625,19.680025044383758,0.0,0.0,1
5,0.0,0.0,62.68345000000011,752.51171875,19.83809712113161,0.0,0.0,1
6,0.0,0.0,44.33221666666658,762.7578125,20.108209862049932,0.0,0.0,1
5,0.0,0.0,56.94189500000022,769.40234375,20.28337637836791,0.0,0.0,1
5,0.0,0.0,57.00063499999999,753.50390625,19.864253673244935,0.0,0.0,1
5,0.0,0.0,70.43897499999986,770.25,20.30572272407103,0.0,0.0,1
5,0.0,0.0,60.609355,736.58203125,19.418150587595616,0.0,0.0,1
5,0.0,0.0,46.43568000000016,753.09765625,19.8535439038757,0.0,0.0,1
5,0.0,0.0,74.43570999999991,756.70703125,19.948696085579297,0.0,0.0,1
5,2617182.6,2630810.6,43.39938999999987,571.71484375,15.071837837615181,0.0,0.0,1
5,8.4,8.4,38.13604500000025,622.9453125,16.42240154220679,0.0,0.0,1
