Global_accuracy,Global_loss,Local_accuracy,Local_loss,raspberrypi1_fit_accuracy,raspberrypi1_fit_loss,raspberrypi1_ev_accuracy,raspberrypi1_ev_loss,raspberry4_fit_accuracy,raspberry4_fit_loss,raspberry4_ev_accuracy,raspberry4_ev_loss,raspberry6_fit_accuracy,raspberry6_fit_loss,raspberry6_ev_accuracy,raspberry6_ev_loss
0.09912973927344944,2.303689682353696,0.7756666541099548,0.6704833209514618,0.7960000038146973,0.6263265013694763,0.0,2.325005054473877,0.8399999737739563,0.4844453036785126,0.0,2.308703899383545,0.6909999847412109,0.9006781578063965,0.32923588156700134,2.2696890830993652
0.10313094124336582,2.312809823476828,0.8543333411216736,0.4104190270105998,0.859000027179718,0.4732860326766968,0.2496972680091858,2.3654580116271973,0.9020000100135803,0.27778539061546326,0.0,2.350578784942627,0.8019999861717224,0.4801856577396393,0.0,2.2047274112701416
0.09912973927344944,2.3222640545425195,0.9196666876475016,0.2224100430806478,0.9160000085830688,0.24242141842842102,0.0,2.4168500900268555,0.9240000247955322,0.2058819681406021,0.0,2.345939874649048,0.9190000295639038,0.21892674267292023,0.32923588156700134,2.170034408569336
0.09902971103523593,2.32354911732843,0.9386666814486185,0.1888702561457952,0.9399999976158142,0.2027387171983719,0.0,2.450594425201416,0.9470000267028809,0.1744496077299118,0.3463960886001587,2.2877986431121826,0.9290000200271606,0.18942244350910187,0.0,2.183218479156494
0.08762628413610868,2.332440606687049,0.9403333266576132,0.18521899978319803,0.9419999718666077,0.18934673070907593,0.0,2.503830671310425,0.9409999847412109,0.1945694535970688,0.30650803446769714,2.2268145084381104,0.9380000233650208,0.1717408150434494,0.0,2.1976265907287598
0.08762628413610868,2.3456543206190767,0.9606666564941406,0.13496326158444086,0.9589999914169312,0.1597815304994583,0.0,2.4681286811828613,0.968999981880188,0.11393073946237564,0.30650803446769714,2.3093740940093994,0.9539999961853027,0.13117751479148865,0.0,2.212096929550171
0.08762628413610868,2.347522115044395,0.9536666671435038,0.1516955941915512,0.9440000057220459,0.19584053754806519,0.0,2.4277830123901367,0.9679999947547913,0.1133279800415039,0.30650803446769714,2.3204257488250732,0.9490000009536743,0.14591826498508453,0.0,2.2631514072418213
0.10293088168445391,2.3575380185705264,0.9679999947547913,0.112019216020902,0.9649999737739563,0.12213722616434097,0.0,2.563842535018921,0.9800000190734863,0.06591445952653885,0.0,2.405660629272461,0.9589999914169312,0.14800596237182617,0.34186047315597534,2.0288450717926025
0.1216364883566852,2.321056360791561,0.9543333252271017,0.1419785420099894,0.9549999833106995,0.16966626048088074,0.0,2.5302765369415283,0.953000009059906,0.12434571981430054,0.06508047878742218,2.3445422649383545,0.9549999833106995,0.131923645734787,0.342192679643631,2.011756420135498
0.197659300723138,2.1522015775455596,0.9736666679382324,0.08336638659238815,0.972000002861023,0.08371254056692123,0.0,2.3732094764709473,0.9710000157356262,0.10255375504493713,0.01574527658522129,2.059213638305664,0.9779999852180481,0.06383286416530609,0.6415282487869263,1.937323808670044
