Time_stamp(s),Net_transmit(B/s),Net_receive(B/s),CPU_usage(%),RAM_usage(MB),RAM_usage(%),Swap_usage(MB),Swap_usage(%),Ejecucion
5,0.0,54.8,22.6501,187.84765625,4.952135569203646,0.0,0.0,1
5,21999.4,2634987.2,28.460995,336.3046875,8.86583542379793,0.0,0.0,1
5,0.0,0.0,22.855679999999996,352.43359375,9.291033863466918,0.0,0.0,1
5,0.0,0.0,23.708585000000006,375.9296875,9.910449851504929,0.0,0.0,1
5,0.0,14.0,25.472099999999998,389.11328125,10.258002463246955,0.0,0.0,1
5,0.0,0.0,23.740755,418.69140625,11.037756056168622,0.0,0.0,1
5,0.0,0.0,30.845464999999983,439.546875,11.587558543306601,0.0,0.0,1
5,0.0,0.0,24.397660000000023,450.46875,11.87548657365644,0.0,0.0,1
5,0.0,0.0,24.718599999999995,515.21484375,13.58235606687839,0.0,0.0,1
5,0.0,0.0,25.190969999999986,569.71484375,15.01911281918202,0.0,0.0,1
5,0.0,14.0,42.642065,680.5078125,17.939893478986196,0.0,0.0,1
5,0.0,0.0,55.16365000000004,709.6328125,18.707701559919098,0.0,0.0,1
6,0.0,0.0,43.3648625,708.86328125,18.687414785248528,0.0,0.0,1
5,0.0,0.0,59.58154499999999,717.046875,18.90315485090765,0.0,0.0,1
5,0.0,0.0,72.39489999999996,705.91796875,18.609768957321567,0.0,0.0,1
5,0.0,0.0,58.48840500000001,709.88671875,18.71439516577487,0.0,0.0,1
5,0.0,0.0,59.953794999999985,723.09765625,19.06266862737829,0.0,0.0,1
5,0.0,0.0,65.34521499999997,728.9453125,19.21682751916431,0.0,0.0,1
5,0.0,0.0,52.171230000000016,731.5546875,19.285617191651323,0.0,0.0,1
5,0.0,0.0,74.29996000000003,729.35546875,19.22764026708517,0.0,0.0,1
5,0.0,0.0,48.439374999999956,730.73828125,19.264094674361225,0.0,0.0,1
5,0.0,0.0,67.03528000000006,720.984375,19.006957230947936,0.0,0.0,1
5,0.0,14.0,54.481844999999964,736.890625,19.42628589317417,0.0,0.0,1
5,0.0,0.0,70.17584999999997,739.74609375,19.501563214413704,0.0,0.0,1
6,0.0,0.0,45.047850000000025,734.578125,19.365322590610827,0.0,0.0,1
5,0.0,0.0,56.38103000000001,730.83984375,19.26677211670353,0.0,0.0,1
5,2620609.2,2638372.4,37.75628999999995,762.99609375,20.114491553699196,0.0,0.0,1
5,8.4,8.4,49.70162500000001,632.76171875,16.68118664244611,0.0,0.0,1
5,0.0,0.0,55.139330000000086,636.2734375,16.773764360359024,0.0,0.0,1
5,0.0,0.0,47.49392999999998,638.28125,16.82669533589544,0.0,0.0,1
5,0.0,0.0,0.11369000000001962,638.28125,16.82669533589544,0.0,0.0,1
5,22759.2,2634389.8,7.194189999999878,656.1015625,17.29648348841903,0.0,0.0,1
5,0.0,0.0,29.507455000000103,473.984375,12.495417454452587,0.0,0.0,1
5,0.0,0.0,21.80383000000006,475.1640625,12.526516977044022,0.0,0.0,1
5,0.0,0.0,24.868040000000065,484.828125,12.78128591376988,0.0,0.0,1
5,0.0,0.0,31.742634999999954,492.8671875,12.993215773018797,0.0,0.0,1
6,0.0,0.0,17.638704166666486,546.265625,14.400932573763537,0.0,0.0,1
5,0.0,0.0,28.976170000000252,533.00390625,14.051320390988964,0.0,0.0,1
5,0.0,0.0,22.328509999999824,540.53515625,14.249863038526337,0.0,0.0,1
5,0.0,0.0,27.311940000000163,629.25,16.588608924533197,0.0,0.0,1
5,0.0,0.0,25.37835999999999,654.35546875,17.250452075841643,0.0,0.0,1
5,0.0,0.0,46.258789999999976,764.20703125,20.14641490470365,0.0,0.0,1
5,0.0,0.0,60.83182999999991,764.62890625,20.15753658827939,0.0,0.0,1
5,0.0,0.0,54.698745000000024,770.03125,20.2999559251799,0.0,0.0,1
5,0.0,0.0,66.01765,771.26171875,20.332394168942493,0.0,0.0,1
5,0.0,14.0,59.719465000000014,771.28125,20.33290906170063,0.0,0.0,1
5,0.0,0.0,68.38494499999996,783.41015625,20.652657464503292,0.0,0.0,1
5,0.0,0.0,54.47549500000009,784.53515625,20.682315287371946,0.0,0.0,1
5,0.0,0.0,66.47043999999994,771.52734375,20.339396710453148,0.0,0.0,1
5,0.0,0.0,45.52618999999993,787.34765625,20.756459844543578,0.0,0.0,1
6,0.0,0.0,52.62324583333348,787.88671875,20.770670884668142,0.0,0.0,1
5,0.0,0.0,65.29331499999984,788.63671875,20.79044276658058,0.0,0.0,1
5,0.0,0.0,59.07779000000005,788.5234375,20.787456388583387,0.0,0.0,1
5,0.0,0.0,76.03260000000006,788.8984375,20.797342329539603,0.0,0.0,1
5,0.0,0.0,60.26039499999995,790.0234375,20.827000152408257,0.0,0.0,1
5,0.0,0.0,61.75709000000011,790.0546875,20.827823980821275,0.0,0.0,1
5,0.0,0.0,38.93676499999998,790.05859375,20.827926959372903,0.0,0.0,1
5,2618715.4,2633935.2,55.50081499999976,809.21484375,21.33293377655302,0.0,0.0,1
5,0.0,0.0,52.15214000000004,809.46484375,21.339524403857165,0.0,0.0,1
5,46.6,35.0,40.45344499999999,779.890625,20.559873789487128,0.0,0.0,1
6,13383.166666666666,2181402.6666666665,11.266483333333593,834.9921875,22.012489238741356,0.0,0.0,1
5,0.0,0.0,20.693059999999832,568.24609375,14.980392883770168,0.0,0.0,1
5,0.0,0.0,25.47458500000005,484.01953125,12.759969353583037,0.0,0.0,1
5,0.0,0.0,28.140634999999747,487.61328125,12.85470962108012,0.0,0.0,1
5,0.0,0.0,21.935055000000148,491.76171875,12.964072842908278,0.0,0.0,1
5,0.0,0.0,28.039024999999924,522.8671875,13.784091049516206,0.0,0.0,1
5,0.0,0.0,21.855715000000373,530.05078125,13.97346860595875,0.0,0.0,1
5,0.0,0.0,25.282499999999576,536.875,14.153372135651587,0.0,0.0,1
5,0.0,0.0,28.191400000000044,626.671875,16.5206430804592,0.0,0.0,1
5,0.0,0.0,28.22724499999992,649.94140625,17.134086312502834,0.0,0.0,1
5,0.0,0.0,44.72360500000036,756.01953125,19.930571860492897,0.0,0.0,1
5,0.0,0.0,69.53116999999963,788.0,20.77365726266533,0.0,0.0,1
5,0.0,0.0,59.22700500000019,792.41796875,20.89012600455577,0.0,0.0,1
5,0.0,0.0,64.64950499999986,792.29296875,20.8868306909037,0.0,0.0,1
6,0.0,0.0,47.680312499999886,792.73828125,20.89857024578921,0.0,0.0,1
5,0.0,0.0,49.13765000000012,793.98046875,20.93131742520668,0.0,0.0,1
5,0.0,0.0,71.9697050000002,795.7265625,20.977348837784067,0.0,0.0,1
5,0.0,0.0,56.0847050000001,795.7265625,20.977348837784067,0.0,0.0,1
5,0.0,0.0,62.30229500000007,790.0390625,20.827412066614766,0.0,0.0,1
5,0.0,0.0,54.257915000000025,791.57421875,20.867882637404282,0.0,0.0,1
5,0.0,0.0,67.7783199999999,791.48046875,20.86541115216523,0.0,0.0,1
5,0.0,0.0,52.676285000000014,792.7578125,20.899085138547342,0.0,0.0,1
5,0.0,0.0,64.47805499999959,777.74609375,20.503338564643755,0.0,0.0,1
5,0.0,0.0,66.5397900000005,789.76171875,20.820100589449233,0.0,0.0,1
5,0.0,0.0,55.55183999999998,789.76171875,20.820100589449233,0.0,0.0,1
