Global_accuracy,Global_loss,Local_accuracy,Local_loss,raspberrypi1_fit_accuracy,raspberrypi1_fit_loss,raspberrypi1_ev_accuracy,raspberrypi1_ev_loss,raspberry4_fit_accuracy,raspberry4_fit_loss,raspberry4_ev_accuracy,raspberry4_ev_loss,raspberry3_fit_accuracy,raspberry3_fit_loss,raspberry3_ev_accuracy,raspberry3_ev_loss
0.09573829174041748,2.333949089050293,0.6211666564146677,1.1746993859608967,0.7929999828338623,0.6225254535675049,0.09573829174041748,2.333949089050293,0.289000004529953,2.2648253440856934,0.09573829174041748,2.333949089050293,0.289000004529953,2.2648253440856934,0.09573829174041748,2.333949089050293
0.08853541314601898,2.4074838161468506,0.7724999984105428,0.6882234315077463,0.887499988079071,0.35306626558303833,0.08853541314601898,2.4074838161468506,0.5339999794960022,1.3764668703079224,0.08853541314601898,2.4074838161468506,0.5339999794960022,1.3764668703079224,0.08853541314601898,2.4074838161468506
0.08853541314601898,2.4468634128570557,0.859166661898295,0.440489262342453,0.8989999890327454,0.33018040657043457,0.08853541314601898,2.4468634128570557,0.7705000042915344,0.7108630537986755,0.08853541314601898,2.4468634128570557,0.7705000042915344,0.7108630537986755,0.08853541314601898,2.4468634128570557
0.08853541314601898,2.4442780017852783,0.9108333388964335,0.2890392591555913,0.9284999966621399,0.23605169355869293,0.08853541314601898,2.4442780017852783,0.8870000243186951,0.3812554180622101,0.08853541314601898,2.4442780017852783,0.8870000243186951,0.3812554180622101,0.08853541314601898,2.4442780017852783
0.15576229989528656,2.153155565261841,0.921666661898295,0.2568327983220418,0.9419999718666077,0.18311461806297302,0.15576229989528656,2.153155565261841,0.8945000171661377,0.3421870172023773,0.15576229989528656,2.153155565261841,0.8945000171661377,0.3421870172023773,0.15576229989528656,2.153155565261841
0.8985594511032104,0.3780248165130615,0.9384999871253967,0.19376098116238913,0.9369999766349792,0.20271143317222595,0.8985594511032104,0.3780248165130615,0.9259999990463257,0.23045292496681213,0.8985594511032104,0.3780248165130615,0.9259999990463257,0.23045292496681213,0.8985594511032104,0.3780248165130615
0.9447779059410095,0.18723858892917633,0.9459999998410543,0.17176416516304016,0.9620000123977661,0.12137454748153687,0.9447779059410095,0.18723858892917633,0.9300000071525574,0.22594588994979858,0.9447779059410095,0.18723858892917633,0.9300000071525574,0.22594588994979858,0.9447779059410095,0.18723858892917633
0.9510804414749146,0.1605105847120285,0.9546666542689005,0.15156668921311697,0.953499972820282,0.1389835774898529,0.9510804414749146,0.1605105847120285,0.9539999961853027,0.15974155068397522,0.9510804414749146,0.1605105847120285,0.9539999961853027,0.15974155068397522,0.9510804414749146,0.1605105847120285
0.9555822610855103,0.1543848067522049,0.9580000042915344,0.13009419540564218,0.9595000147819519,0.1282624900341034,0.9555822610855103,0.1543848067522049,0.9514999985694885,0.14858759939670563,0.9555822610855103,0.1543848067522049,0.9514999985694885,0.14858759939670563,0.9555822610855103,0.1543848067522049
0.9579831957817078,0.1499270498752594,0.9660000006357828,0.11278560509284337,0.965499997138977,0.10030269622802734,0.9579831957817078,0.1499270498752594,0.9739999771118164,0.08396279066801071,0.9579831957817078,0.1499270498752594,0.9585000276565552,0.15409132838249207,0.9579831957817078,0.1499270498752594
0.9600840210914612,0.1338566690683365,0.9618333379427592,0.1253951092561086,0.9599999785423279,0.1233714148402214,0.9600840210914612,0.1338566690683365,0.9645000100135803,0.13489839434623718,0.9600840210914612,0.1338566690683365,0.9610000252723694,0.11791551858186722,0.9600840210914612,0.1338566690683365
0.958583414554596,0.1305980384349823,0.9683333237965902,0.09732972830533981,0.9674999713897705,0.10278293490409851,0.958583414554596,0.1305980384349823,0.9710000157356262,0.08743801712989807,0.958583414554596,0.1305980384349823,0.9710000157356262,0.08743801712989807,0.958583414554596,0.1305980384349823
