Global_accuracy,Global_loss,Local_accuracy,Local_loss,raspberrypi1_fit_accuracy,raspberrypi1_fit_loss,raspberrypi1_ev_accuracy,raspberrypi1_ev_loss,raspberry4_fit_accuracy,raspberry4_fit_loss,raspberry4_ev_accuracy,raspberry4_ev_loss,raspberry6_fit_accuracy,raspberry6_fit_loss,raspberry6_ev_accuracy,raspberry6_ev_loss,Ejecucion
0.0985295605929873,2.3162848616977136,0.5503333409627279,1.3609725634257,0.5195000171661377,1.436451077461243,0.1023102328181266,2.3135693073272705,0.5509999990463257,1.3343430757522583,0.0930372178554534,2.3177733421325684,0.5805000066757202,1.3121235370635986,0.1002400964498519,2.3175127506256104,1
0.0985295605929873,2.367384390150342,0.7168333331743876,0.8455508152643839,0.7254999876022339,0.8201444149017334,0.1023102328181266,2.362976551055908,0.7179999947547913,0.8306931257247925,0.0930372178554534,2.3700742721557617,0.7070000171661377,0.885814905166626,0.1002400964498519,2.3691036701202397,1
0.0985295605929873,2.363618969595336,0.8076666593551636,0.6073810458183289,0.8004999756813049,0.6251870393753052,0.1023102328181266,2.3600409030914307,0.8149999976158142,0.5861239433288574,0.0930372178554534,2.366757392883301,0.8075000047683716,0.610832154750824,0.1002400964498519,2.3640596866607666,1
0.0905271581571329,2.3806381395867886,0.8738333185513815,0.4467024505138397,0.875,0.4300582408905029,0.0912091210484504,2.378425121307373,0.8784999847412109,0.4300331771373749,0.0933373346924781,2.3799257278442383,0.8679999709129333,0.4800159335136413,0.0870348140597343,2.3835642337799072,1
0.3441032225833817,1.7504986513253629,0.8928333322207133,0.3774122893810272,0.8799999952316284,0.4356249272823334,0.3474347293376922,1.737379550933838,0.8924999833106995,0.3582331836223602,0.3460384011268616,1.7669494152069092,0.906000018119812,0.338378757238388,0.3388355374336242,1.7471709251403809,1
0.9637891257227784,0.1334323434874071,0.9155000050862632,0.3231718838214874,0.9169999957084656,0.307003766298294,0.9633963108062744,0.1307500600814819,0.915000021457672,0.3482043445110321,0.9663865566253662,0.1280364245176315,0.9144999980926514,0.3143075406551361,0.9615846276283264,0.1415113508701324,1
0.9574872362467006,0.2331325843210302,0.9203333457310996,0.2943898340066274,0.9334999918937684,0.277165800333023,0.9573957324028016,0.2243784517049789,0.9035000205039978,0.35009765625,0.95888352394104,0.2294854670763015,0.9240000247955322,0.2559060454368591,0.9561824798583984,0.2455364614725113,1
0.9606881876808412,0.3291023308615261,0.937333325544993,0.2327707409858703,0.9300000071525574,0.2555447518825531,0.9651964902877808,0.3220862746238708,0.9419999718666076,0.2092314511537552,0.9564825892448424,0.3316158056259155,0.9399999976158142,0.2335360199213028,0.9603841304779052,0.333607017993927,1
0.9692907925664253,0.2109769099135154,0.9385000069936116,0.2449340472618738,0.9340000152587892,0.2689646780490875,0.9678968191146852,0.244355246424675,0.9365000128746032,0.2473877221345901,0.970588207244873,0.2055101096630096,0.9449999928474426,0.2184497416019439,0.9693877696990968,0.1830553561449051,1
0.9707912206828648,0.2565544136341803,0.9490000009536744,0.2116135209798813,0.9539999961853028,0.2032877653837204,0.969996988773346,0.2620040476322174,0.9355000257492064,0.2799223661422729,0.9684873819351196,0.2807843089103699,0.9574999809265136,0.1516304314136505,0.9738895297050476,0.2268732488155365,1
0.9732919941010972,0.2059781485955167,0.953000009059906,0.2028390516837438,0.9520000219345092,0.2048205882310867,0.973897397518158,0.2023379206657409,0.9474999904632568,0.1967586874961853,0.9744898080825806,0.2026811838150024,0.959500014781952,0.2069378793239593,0.97148859500885,0.2129164338111877,1
0.9764929544070704,0.1337545002619958,0.9544999996821084,0.1860821495453516,0.9580000042915344,0.1988119781017303,0.9801980257034302,0.1348320394754409,0.9449999928474426,0.1993869245052337,0.9744898080825806,0.1340721994638443,0.9605000019073486,0.1600475460290908,0.9747899174690248,0.1323589384555816,1
0.9726918150785506,0.3214687005906173,0.950166662534078,0.2561151683330536,0.9505000114440918,0.2474933564662933,0.973297357559204,0.301604688167572,0.9459999799728394,0.2966786324977875,0.9744898080825806,0.3258757889270782,0.9539999961853028,0.2241735160350799,0.970288097858429,0.3369315862655639,1
0.9754926471444528,0.1537750713050967,0.962499996026357,0.1714054942131042,0.968999981880188,0.1412425637245178,0.9759976267814636,0.1370448023080825,0.9605000019073486,0.208841010928154,0.9783913493156432,0.1391909420490265,0.9580000042915344,0.1641329079866409,0.9720888137817384,0.1850944906473159,1
0.9819946102503598,0.1053905655002312,0.9696666598320008,0.1331645374496778,0.9704999923706056,0.1476752310991287,0.983198344707489,0.1121619790792465,0.965499997138977,0.1497661024332046,0.9825930595397948,0.0969816744327545,0.9729999899864196,0.1020522788166999,0.9801920652389526,0.1070260107517242,1
0.9785935792897216,0.1475271471645923,0.9673333366711936,0.141702172656854,0.9645000100135804,0.1758834272623062,0.9798979759216307,0.1408623456954956,0.975000023841858,0.100281111896038,0.9783913493156432,0.1442558765411377,0.962499976158142,0.1489419788122177,0.977491021156311,0.1574652194976806,1
