Global_accuracy,Global_loss,Local_accuracy,Local_loss,raspberrypi1_fit_accuracy,raspberrypi1_fit_loss,raspberrypi1_ev_accuracy,raspberrypi1_ev_loss,raspberry4_fit_accuracy,raspberry4_fit_loss,raspberry4_ev_accuracy,raspberry4_ev_loss,raspberry6_fit_accuracy,raspberry6_fit_loss,raspberry6_ev_accuracy,raspberry6_ev_loss,Ejecucion
0.099039614200592,2.3509116172790527,0.7716666658719381,0.6925239960352579,0.7555000185966492,0.7273541688919067,0.099039614200592,2.3509116172790527,0.7854999899864197,0.6721397042274475,0.099039614200592,2.3509116172790527,0.7739999890327454,0.6780781149864197,0.099039614200592,2.3509116172790527,1
0.0885354131460189,2.456892251968384,0.8838333288828532,0.3650890986124674,0.8744999766349792,0.3986403942108154,0.0885354131460189,2.456892251968384,0.8845000267028809,0.3462623953819275,0.0885354131460189,2.456892251968384,0.8924999833106995,0.3503645062446594,0.0885354131460189,2.456892251968384,1
0.0885354131460189,2.589162826538086,0.918166677157084,0.2677042682965596,0.9240000247955322,0.2488592565059662,0.0885354131460189,2.589162826538086,0.9135000109672546,0.2714852690696716,0.0885354131460189,2.589162826538086,0.9169999957084656,0.2827682793140411,0.0885354131460189,2.589162826538086,1
0.808523416519165,0.6119036078453064,0.9516666730244956,0.1488046074906985,0.9399999976158142,0.1848930120468139,0.808523416519165,0.6119036078453064,0.9629999995231628,0.109125517308712,0.808523416519165,0.6119036078453064,0.9520000219345092,0.1523952931165695,0.808523416519165,0.6119036078453064,1
0.8724489808082581,0.5101754665374756,0.96533332268397,0.1236969903111457,0.977500021457672,0.0791407749056816,0.8724489808082581,0.5101754665374756,0.9559999704360962,0.1565985977649688,0.8724489808082581,0.5101754665374756,0.962499976158142,0.1353515982627868,0.8724489808082581,0.5101754665374756,1
0.8862544894218445,0.4642931222915649,0.9649999936421711,0.107874979575475,0.94650000333786,0.16592738032341,0.8862544894218445,0.4642931222915649,0.975499987602234,0.0667076706886291,0.8862544894218445,0.4642931222915649,0.9729999899864196,0.0909898877143859,0.8862544894218445,0.4642931222915649,1
0.8931572437286377,0.4648488759994507,0.9708333214124044,0.1015880331397056,0.962499976158142,0.1105073988437652,0.8931572437286377,0.4648488759994507,0.977999985218048,0.0827747359871864,0.8931572437286377,0.4648488759994507,0.972000002861023,0.1114819645881652,0.8931572437286377,0.4648488759994507,1
0.8997598886489868,0.4353264272212982,0.9771666725476584,0.0780700470010439,0.9804999828338624,0.054926760494709,0.8997598886489868,0.4353264272212982,0.9800000190734864,0.0628161653876304,0.8997598886489868,0.4353264272212982,0.9710000157356262,0.1164672151207923,0.8997598886489868,0.4353264272212982,1
0.9051620364189148,0.4446456134319305,0.9808333516120912,0.0606668690840403,0.9940000176429749,0.0174732282757759,0.9051620364189148,0.4446456134319305,0.975000023841858,0.0820378586649894,0.9051620364189148,0.4446456134319305,0.9735000133514404,0.0824895203113555,0.9051620364189148,0.4446456134319305,1
0.9168667197227478,0.4160029590129852,0.96533332268397,0.1145837844039003,1.0,0.0010998966172337,0.9168667197227478,0.4160029590129852,0.9574999809265136,0.1406555026769638,0.9168667197227478,0.4160029590129852,0.9384999871253968,0.2019959539175033,0.9168667197227478,0.4160029590129852,1
0.9165666103363036,0.36649090051651,0.9884999990463256,0.0431068283505737,0.9950000047683716,0.0196121986955404,0.9165666103363036,0.36649090051651,0.9714999794960022,0.1035090163350105,0.9165666103363036,0.36649090051651,0.9990000128746032,0.0061992700211703,0.9165666103363036,0.36649090051651,1
0.9249699711799622,0.3503966629505157,0.9833333293596904,0.0678378924106558,0.9984999895095824,0.0065137045457959,0.9249699711799622,0.3503966629505157,0.9545000195503236,0.1854541301727295,0.9249699711799622,0.3503966629505157,0.996999979019165,0.011545842513442,0.9249699711799622,0.3503966629505157,1
0.9108643531799316,0.3917005956172943,0.9823333422342936,0.0617152887086073,0.9900000095367432,0.0491987504065036,0.9108643531799316,0.3917005956172943,0.972000002861023,0.0944877713918685,0.9108643531799316,0.3917005956172943,0.9850000143051147,0.0414593443274498,0.9108643531799316,0.3917005956172943,1
0.9309723973274232,0.3397019207477569,0.9615000089009604,0.1404679814974467,0.9330000281333924,0.2471286356449127,0.9309723973274232,0.3397019207477569,0.9825000166893004,0.0642101615667343,0.9309723973274232,0.3397019207477569,0.968999981880188,0.110065147280693,0.9309723973274232,0.3397019207477569,1
0.9258703589439392,0.3507728278636932,0.9838333328564962,0.0570908511678377,0.9854999780654908,0.0537488870322704,0.9258703589439392,0.3507728278636932,0.9860000014305116,0.039863396435976,0.9258703589439392,0.3507728278636932,0.9800000190734864,0.0776602700352668,0.9258703589439392,0.3507728278636932,1
0.9195678234100342,0.3940542638301849,0.9823333223660788,0.0610774103552103,0.993499994277954,0.0204920899122953,0.9195678234100342,0.3940542638301849,0.9714999794960022,0.0919991806149482,0.9195678234100342,0.3940542638301849,0.9819999933242798,0.0707409605383873,0.9195678234100342,0.3940542638301849,1
0.9393757581710817,0.2814274728298187,0.9810000061988832,0.0699899775596956,0.9490000009536744,0.1957640796899795,0.9393757581710817,0.2814274728298187,0.9965000152587892,0.005944084841758,0.9393757581710817,0.2814274728298187,0.9975000023841858,0.0082617681473493,0.9393757581710817,0.2814274728298187,1
0.942376971244812,0.2740559577941894,0.9900000095367432,0.0356854905063907,0.9865000247955322,0.0566576570272445,0.942376971244812,0.2740559577941894,0.9884999990463256,0.0361941158771514,0.942376971244812,0.2740559577941894,0.9950000047683716,0.0142046986147761,0.942376971244812,0.2740559577941894,1
0.9390756487846376,0.2954109311103821,0.987666666507721,0.0480888914316892,0.9735000133514404,0.1029039099812507,0.9390756487846376,0.2954109311103821,0.9919999837875366,0.0325105898082256,0.9390756487846376,0.2954109311103821,0.9975000023841858,0.0088521745055913,0.9390756487846376,0.2954109311103821,1
0.9402760863304138,0.2883682548999786,0.9933333198229471,0.0248341982563336,0.9959999918937684,0.0182101633399724,0.9402760863304138,0.2883682548999786,0.9959999918937684,0.0177102144807577,0.9402760863304138,0.2883682548999786,0.9879999756813048,0.0385822169482708,0.9402760863304138,0.2883682548999786,1
0.9396758675575256,0.3131703734397888,0.991166651248932,0.0338620521749059,0.996999979019165,0.0132262641564011,0.9396758675575256,0.3131703734397888,0.9904999732971193,0.0279410555958747,0.9396758675575256,0.3131703734397888,0.9860000014305116,0.0604188367724418,0.9396758675575256,0.3131703734397888,1
0.9435774087905884,0.3943621516227722,0.943333347638448,0.2091821630795796,0.9645000100135804,0.1425309032201767,0.9435774087905884,0.3943621516227722,0.959500014781952,0.1707707792520523,0.9435774087905884,0.3943621516227722,0.906000018119812,0.31424480676651,0.9435774087905884,0.3943621516227722,1
0.948079228401184,0.2796620428562164,0.977999985218048,0.0871421284973621,0.977999985218048,0.0817405208945274,0.948079228401184,0.2796620428562164,0.968999981880188,0.1254373639822006,0.948079228401184,0.2796620428562164,0.9869999885559082,0.0542485006153583,0.948079228401184,0.2796620428562164,1
0.9486794471740724,0.2635456919670105,0.978499988714854,0.0842125459263722,0.9564999938011168,0.1610297113656997,0.9486794471740724,0.2635456919670105,0.9869999885559082,0.0635565072298049,0.9486794471740724,0.2635456919670105,0.9919999837875366,0.0280514191836118,0.9486794471740724,0.2635456919670105,1
0.9498799443244934,0.2505417168140411,0.9951666792233784,0.0174033354657391,0.9940000176429749,0.0212334357202053,0.9498799443244934,0.2505417168140411,0.9940000176429749,0.0249762050807476,0.9498799443244934,0.2505417168140411,0.9975000023841858,0.0060003655962646,0.9498799443244934,0.2505417168140411,1
0.9573829770088196,0.2386042177677154,0.9833333492279052,0.073744308790386,1.0,0.0001272288063773,0.9573829770088196,0.2386042177677154,0.9520000219345092,0.2149715274572372,0.9573829770088196,0.2386042177677154,0.9980000257492064,0.0061341701075434,0.9573829770088196,0.2386042177677154,1
0.9552820920944214,0.2243340015411377,0.9950000047683716,0.0222936013694076,1.0,0.0001459881605114,0.9552820920944214,0.2243340015411377,0.9980000257492064,0.0112401721999049,0.9552820920944214,0.2243340015411377,0.9869999885559082,0.0554946437478065,0.9552820920944214,0.2243340015411377,1
